b1,b2,b3,total_power,meanNorm,dom_ratio,spectral_centroid,label
1.1823507109409852,0.39358913472193663,1.6832698143997828,3.2592096600627047,0.3233451217899286,4.2767073305558805,1.15369307347846,physiological
0.07721011345676088,0.0,0.07562529573136534,0.15283540918812621,0.09158491350036563,77210.11345676088,0.98962408411831,no_tremor
0.0649590059225568,0.005727117291449637,0.0,0.07068612321400643,0.12013740080105172,64959.0059225568,0.08102065879963308,no_tremor
0.8036847697442955,1.419550672287167,0.31973287416345875,2.542968316194921,0.3283499251986938,4.439788170713013,0.8096898407311569,parkinsonian
1.6197061839257836,1.4296705772471472,0.2738503701409156,3.323227131313846,0.2404516083587734,5.914544751382226,0.5950152199594013,parkinsonian
6.478381254328687,1.1667739704779103,0.01926447713891731,7.664419701945515,0.21877268291547075,336.26892329814166,0.15725949443899842,parkinsonian
0.04772396489211349,0.0,0.001031230647992573,0.04875519554010606,0.06718155338830156,47723.96489211349,0.042301522363216354,no_tremor
0.0,0.0,0.05384881169896061,0.05384881169896061,0.04515082125144433,53848.81169896061,1.9999628596658576,no_tremor
0.0,0.0,0.45275115047174974,0.45275115047174974,0.2133009356005169,452751.1504717498,1.9999955825720588,physiological
0.0,0.10162889609666259,0.0,0.10162889609666259,0.12917502779563225,101628.89609666259,0.9999901603756531,no_tremor
3.3534640565590084,0.5462558110218557,0.408252467358087,4.307972334938952,0.29449746815229155,8.214171647481981,0.31633453593726607,parkinsonian
0.01726708058655525,0.007379370330368779,0.03836058914401295,0.06300704006093698,0.10179286346031183,5.197650988618638,1.3347590011855393,no_tremor
1.7292517605754973,1.290222396860297,0.1945611304428197,3.2140352878786143,0.0522812078668376,8.887915426500282,0.5225033283162983,parkinsonian
0.2159068539913074,0.4849371435700379,0.055039766443631816,0.7558837640049771,0.4395171808115478,8.810508553994616,0.7871790844211057,essential
0.04948442352166283,0.07388059229548585,0.7620936459049409,0.8854586617220895,0.32750786332013365,15.400366242623454,1.804789030137589,physiological
1.845674408768332,1.6798718396805905,0.29266315135234566,3.818209399801268,0.19651750237781865,6.306458786427446,0.5932617391915286,essential
0.03224438727593463,0.023609996642227897,0.01805219272738995,0.07390657664555247,0.07909912349868185,1.7860767213222113,0.8079602228522158,no_tremor
0.0030319828321921155,0.0,0.0178056089479132,0.020837591780105316,0.14512599271599355,17805.608947913202,1.7089071215370977,no_tremor
0.1949410360479606,1.4218769353864582,1.3474723990666775,2.9642903705010966,0.25712708032718895,7.293844694618051,1.388804681782644,physiological
0.28650437680851465,1.1610975978077682,0.12121597388814076,1.5688179485044236,0.3940137850759146,9.578671703842657,0.894640867846512,essential
0.14042107886490124,2.9171623056759364,0.3175789275946078,3.3751623121354455,0.2751140968604025,20.774242407296295,1.0524883782934997,essential
0.020891006279095584,0.0,0.0,0.020891006279095584,0.11359946859078568,20891.006279095585,0.0,no_tremor
0.0,0.07489443750504554,0.054801204588201965,0.12969564209324752,0.0,74894.43750504554,1.4225260091838188,no_tremor
0.021316432674875176,0.04748049634194175,0.034405275561227217,0.10320220457804415,0.18525283596914888,2.227308375548547,1.1268162450949357,no_tremor
0.06500024343150426,0.4067004929671241,0.09340989246621635,0.5651106288648448,1.034760053984832,6.256810970019196,1.0502708625759078,no_tremor
0.6338984860956849,0.3940709516256513,3.6449586706075587,4.672928108328895,0.14519715394481988,9.249475014832033,1.644362265018112,physiological
0.08788361599804849,3.2891458198866403,0.706933991909077,4.0839634277937655,0.4347341123706236,37.42572898036759,1.1515805014603056,essential
0.594765742129063,0.13150556548350914,1.5681237408089763,2.2943950484215483,0.28124590018882417,11.924300015314584,1.424232337459587,physiological
4.278055200261371,0.9863323436734796,0.562879683896011,5.827267227830862,0.10449769471056387,7.600287809932589,0.36244971552505745,parkinsonian
0.8320045307212018,0.6302642057864973,1.1650599406990267,2.6273286772067257,0.1837252181863961,1.8485233358950348,1.126765366701873,physiological
1.3169477902539173,0.8933311812528604,0.6882748561863695,2.8985538276931475,0.23833274441421648,1.913401114417876,0.783107799769347,physiological
0.15098306002617132,0.0,0.6990852215929756,0.8500682816191469,0.23470295643757821,699085.2215929757,1.644772341994082,physiological
0.6203982316432114,1.4242994378052418,0.3024084326094637,2.347106102057917,0.3465820859290083,4.709838001794754,0.8645179852445009,essential
1.0996955131368875,6.129684244079781,1.6740754658831836,8.903455223099852,0.15775705897159784,5.5739780665438685,1.0645119084492247,essential
0.015077478269632034,0.04592314912543,0.03440449346583888,0.09540512086090092,0.031182513060121743,3.0456090000752236,1.2025657790277793,no_tremor
0.0,0.08084136894517138,0.020181884836658538,0.10102325378182991,0.06570586950038844,80841.36894517139,1.1997627706336818,no_tremor
0.003425573443629295,0.0,0.02885018970945709,0.03227576315308638,0.09735163726893369,28850.18970945709,1.7876755220232399,no_tremor
0.0,0.0,0.0027399986606934977,0.0027399986606934977,0.05865025166057185,2739.9986606934976,1.9992703389357023,no_tremor
14.802747055886678,0.025679090583731704,0.1924892597158464,15.020915406186257,0.25919226750858027,576.4289268225633,0.02733905168703942,parkinsonian
0.014367533610911493,0.02116870947828726,0.044865770023117646,0.0804020131123164,0.07473088277735386,3.1225016580012377,1.3793046458296783,no_tremor
0.963946230188948,3.054429369388697,0.5893121186123425,4.607687718189988,0.3376180266829885,5.183033048001666,0.9186934850660285,essential
0.7106282930522745,3.8247470506754846,0.7523166608166044,5.287692004544364,0.37720423771938577,5.382197283547855,1.0078838479708452,essential
0.30745629255318074,0.6800280157938845,0.4861383393122561,1.4736226476593213,0.11860589482981757,2.211780407440687,1.1212528361925307,essential
0.016138092676282075,0.03239210489401124,0.008649145421458445,0.05717934299175176,0.12136239309805091,3.7446890561696264,0.8690118515745165,no_tremor
